MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Jun,1,Thursday,Mazda,Urban,Friday,Jun,1,Male,Single,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
May,5,Sunday,Honda,Rural,Tuesday,May,5,Male,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,9,400,3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
May,5,Sunday,Toyota,Urban,Monday,Jun,1,Male,Single,34,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jun,2,Monday,Toyota,Urban,Monday,Jun,4,Male,Married,54,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,1,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1994,Collision,Yes
Jul,1,Saturday,Toyota,Urban,Thursday,Jul,3,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,3,400,1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jun,4,Monday,Honda,Urban,Tuesday,Jul,1,Male,Married,28,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,10,400,3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,1_year,1-vehicle,1994,Collision,Yes
Jun,3,Saturday,Mazda,Urban,Thursday,Jun,4,Male,Married,41,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,2,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,Yes
May,1,Tuesday,Toyota,Urban,Thursday,May,1,Male,Married,46,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,14,400,1,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,none,4_to_8_years,2-vehicles,1994,Collision,Yes
Jul,3,Tuesday,Pontiac,Urban,Tuesday,Aug,1,Male,Married,28,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,1,400,2,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,Yes
Jun,3,Friday,Honda,Rural,Friday,Jun,4,Male,Single,20,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,6,400,2,more_than_30,more_than_30,more_than_4,4_years,21_to_25,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Jul,3,Thursday,Mercury,Urban,Thursday,Sep,2,Male,Single,31,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Jul,1,Tuesday,Honda,Urban,Thursday,Nov,3,Male,Married,29,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,16,400,2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
May,2,Monday,Accura,Rural,Wednesday,May,2,Male,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,2,400,4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jul,3,Friday,Mazda,Urban,Friday,Jul,3,Male,Single,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,Yes
Jun,3,Saturday,Mazda,Urban,Monday,Jun,3,Male,Married,35,Policy_Holder,Sport-Collision,Sport,more_than_69000,11,400,3,more_than_30,more_than_30,none,3_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Jun,3,Sunday,Mazda,Urban,Monday,Jun,3,Female,Married,28,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,2,more_than_30,more_than_30,2_to_4,4_years,31_to_35,No,No,External,3_to_5,4_to_8_years,2-vehicles,1994,Collision,Yes
Sep,4,Thursday,Honda,Urban,Tuesday,Sep,4,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,3,400,3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Aug,5,Tuesday,Pontiac,Urban,Wednesday,Aug,5,Male,Married,52,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Aug,1,Friday,Toyota,Urban,Thursday,Sep,1,Male,Married,26,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,11,700,3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Sep,5,Friday,Pontiac,Rural,Monday,Oct,2,Female,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
Sep,4,Friday,Toyota,Urban,Friday,Oct,4,Male,Married,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,Internal,more_than_5,no_change,3_to_4,1995,Collision,Yes
Sep,4,Friday,Honda,Urban,Tuesday,Sep,4,Male,Single,32,Policy_Holder,Sport-Collision,Sport,more_than_69000,8,400,1,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,Yes
Oct,1,Saturday,VW,Urban,Monday,Oct,1,Male,Married,55,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,1_to_2,no_change,3_to_4,1995,All_Perils,Yes
Oct,1,Saturday,Pontiac,Urban,Thursday,Oct,1,Male,Married,41,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,11,400,3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
Sep,4,Tuesday,Pontiac,Urban,Thursday,Sep,5,Male,Married,46,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,5,400,4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,Yes
Sep,4,Tuesday,Honda,Urban,Wednesday,Sep,5,Female,Married,62,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,3,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
May,2,Sunday,Mazda,Rural,Tuesday,May,4,Male,Single,29,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
May,2,Sunday,Mazda,Urban,Monday,May,2,Male,Single,21,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,10,400,1,more_than_30,more_than_30,1,5_years,26_to_30,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
May,2,Sunday,Mazda,Urban,Friday,May,2,Male,Married,28,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,9,400,4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jul,4,Sunday,Accura,Urban,Friday,Jul,5,Male,Married,51,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,14,400,2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,3_to_4,1994,All_Perils,Yes
Oct,2,Sunday,Mazda,Urban,Tuesday,Oct,2,Male,Married,39,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
Oct,2,Sunday,Chevrolet,Urban,Monday,Oct,2,Male,Single,49,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,3,400,2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,3_to_4,1995,All_Perils,Yes
Oct,1,Saturday,Accura,Urban,Monday,Apr,4,Male,Single,58,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,5,400,2,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Oct,2,Monday,Pontiac,Urban,Friday,Nov,4,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,4,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
May,2,Thursday,Pontiac,Rural,Tuesday,Jun,3,Male,Single,27,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
Jul,2,Sunday,Honda,Urban,Monday,Oct,2,Male,Married,46,Policy_Holder,Sport-Collision,Sport,more_than_69000,9,400,1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Aug,5,Sunday,Honda,Urban,Monday,Aug,5,Male,Single,19,Policy_Holder,Sport-Collision,Sport,more_than_69000,6,400,1,more_than_30,more_than_30,none,5_years,21_to_25,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Jul,4,Wednesday,Saturn,Urban,Wednesday,Aug,1,Male,Married,44,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,3_to_4,1994,All_Perils,Yes
Feb,2,Wednesday,Pontiac,Urban,Thursday,Feb,2,Female,Married,45,Third_Party,Sedan-Collision,Sedan,20000_to_29000,1,500,2,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,1_to_2,2_to_3_years,1-vehicle,1995,Collision,Yes
Jul,4,Thursday,Mercury,Urban,Friday,Jul,4,Male,Married,36,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Aug,1,Saturday,Ford,Urban,Wednesday,Aug,2,Female,Married,51,Policy_Holder,Sedan-Collision,Sedan,40000_to_59000,12,400,3,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
May,4,Friday,Pontiac,Urban,Monday,Jun,1,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,12,500,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,2_to_3_years,1-vehicle,1994,All_Perils,Yes
Oct,3,Tuesday,Toyota,Urban,Wednesday,Oct,3,Male,Married,34,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,2,500,2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,2_to_3_years,1-vehicle,1994,All_Perils,Yes
Aug,3,Friday,Accura,Urban,Monday,Sep,1,Male,Single,24,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,2,more_than_30,more_than_30,2_to_4,6_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1994,Liability,Yes
Jun,2,Monday,Pontiac,Urban,Thursday,Jun,3,Male,Married,37,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,13,400,3,more_than_30,more_than_30,2_to_4,6_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Sep,1,Tuesday,Toyota,Urban,Wednesday,Sep,3,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,2,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,1,Tuesday,Honda,Urban,Friday,Sep,2,Male,Married,53,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,12,400,4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,1,Friday,Toyota,Urban,Monday,Sep,1,Female,Single,45,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,10,400,3,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,Yes
Sep,1,Saturday,Pontiac,Urban,Monday,Nov,2,Female,Married,33,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Sep,1,Saturday,Mazda,Urban,Friday,Sep,4,Male,Single,22,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,3,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,External,more_than_5,no_change,3_to_4,1994,Collision,Yes
Sep,1,Tuesday,Accura,Urban,Thursday,Sep,5,Male,Married,28,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,6,400,4,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Aug,4,Thursday,Pontiac,Urban,Friday,Aug,4,Male,Married,40,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,13,400,1,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
Aug,4,Thursday,Ford,Urban,Tuesday,Oct,1,Male,Married,62,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,8,400,3,more_than_30,more_than_30,1,more_than_7,51_to_65,No,No,External,3_to_5,1_year,1-vehicle,1994,All_Perils,Yes
Sep,2,Monday,Toyota,Urban,Monday,Sep,4,Male,Single,35,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,4,400,4,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Sep,1,Sunday,Mazda,Urban,Thursday,Sep,2,Male,Married,42,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,10,400,1,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,1,Friday,Toyota,Urban,Tuesday,Sep,2,Male,Married,33,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,6,400,4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Sep,1,Friday,Mazda,Urban,Tuesday,Sep,2,Male,Married,41,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,3,more_than_30,more_than_30,1,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Jul,1,Tuesday,Honda,Urban,Friday,Jul,2,Male,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,Yes
Sep,4,Sunday,Pontiac,Urban,Wednesday,Sep,5,Male,Married,29,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,2,400,4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,Yes
Oct,4,Sunday,Toyota,Rural,Monday,Oct,5,Male,Single,49,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,6,400,1,more_than_30,more_than_30,none,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,Yes
Sep,2,Saturday,Accura,Urban,Friday,Sep,4,Male,Married,72,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,1,more_than_30,more_than_30,none,7_years,over_65,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Oct,3,Thursday,Chevrolet,Urban,Tuesday,Oct,4,Male,Single,28,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,6,400,4,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Sep,3,Wednesday,Toyota,Urban,Friday,Sep,3,Female,Widow,35,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Feb,3,Friday,VW,Urban,Thursday,Mar,3,Male,Single,45,Third_Party,Sedan-All_Perils,Sedan,more_than_69000,3,500,4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,2_to_3_years,1-vehicle,1995,All_Perils,Yes
Aug,5,Tuesday,Toyota,Rural,Wednesday,Aug,5,Male,Single,42,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,2,400,4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Oct,4,Saturday,Honda,Rural,Wednesday,Oct,4,Female,Single,42,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,8,400,3,more_than_30,more_than_30,none,4_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,Yes
Sep,4,Saturday,Pontiac,Rural,Tuesday,Oct,1,Male,Single,29,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,16,400,1,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Nov,5,Wednesday,Pontiac,Urban,Wednesday,Nov,5,Male,Married,45,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,2,more_than_30,more_than_30,1,4_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,Yes
Sep,5,Wednesday,Pontiac,Rural,Tuesday,Oct,1,Male,Single,28,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,15,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Nov,2,Tuesday,Toyota,Urban,Wednesday,Nov,2,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,9,400,4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Nov,1,Friday,Pontiac,Urban,Thursday,Nov,2,Male,Married,28,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,15,400,1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,Yes
Sep,5,Wednesday,Toyota,Urban,Monday,Oct,3,Male,Married,43,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,1,400,3,more_than_30,more_than_30,more_than_4,6_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,Yes
Aug,3,Sunday,Toyota,Urban,Friday,Aug,3,Male,Single,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,4,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Oct,2,Friday,Saturn,Urban,Monday,Oct,2,Male,Married,60,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,4,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,Yes
Dec,2,Friday,Honda,Urban,Monday,Jan,3,Male,Single,22,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,11,400,3,more_than_30,more_than_30,none,3_years,26_to_30,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Jan,1,Thursday,Honda,Urban,Thursday,Jan,2,Female,Married,43,Third_Party,Sport-Collision,Sport,more_than_69000,9,400,2,more_than_30,more_than_30,1,4_years,36_to_40,No,No,External,none,2_to_3_years,2-vehicles,1994,Collision,Yes
Jul,4,Saturday,Accura,Urban,Tuesday,Aug,4,Male,Married,55,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,1,400,1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Dec,2,Saturday,Honda,Urban,Tuesday,Dec,3,Male,Married,51,Policy_Holder,Sport-Collision,Sport,more_than_69000,13,400,3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Aug,2,Wednesday,Toyota,Urban,Thursday,Aug,3,Male,Married,38,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,14,400,1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,Yes
Aug,3,Sunday,Toyota,Rural,Thursday,Aug,3,Male,Married,35,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,13,400,3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,Yes
Aug,3,Sunday,Chevrolet,Urban,Monday,Oct,3,Male,Married,45,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,13,400,1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,3_to_5,4_to_8_years,2-vehicles,1994,Collision,Yes
Nov,5,Tuesday,Mazda,Urban,Monday,Dec,2,Male,Married,31,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,14,400,4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Dec,3,Thursday,Honda,Urban,Friday,Dec,4,Male,Married,47,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,2,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,Yes
Nov,3,Monday,Mazda,Urban,Wednesday,Nov,3,Male,Married,34,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,13,300,4,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,2_to_3_years,1-vehicle,1995,All_Perils,Yes
Dec,4,Tuesday,Pontiac,Urban,Tuesday,Jan,1,Male,Married,38,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Aug,4,Friday,Honda,Urban,Tuesday,Aug,5,Male,Married,35,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,5,400,3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Aug,4,Friday,Ford,Urban,Friday,Aug,4,Male,Married,46,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,5,400,1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1994,Collision,Yes
Aug,3,Tuesday,Toyota,Urban,Wednesday,Aug,3,Male,Married,44,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,10,400,3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1994,All_Perils,Yes
Dec,3,Monday,Pontiac,Urban,Monday,Jan,1,Male,Married,34,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,12,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Dec,3,Monday,Saab,Urban,Wednesday,Dec,5,Male,Single,34,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,15,400,2,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,Yes
Dec,4,Tuesday,Toyota,Urban,Thursday,Jan,1,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,1,400,2,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,Yes
Sep,3,Sunday,Toyota,Urban,Wednesday,Sep,4,Male,Single,29,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,1,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,Yes
Aug,4,Sunday,Saab,Urban,Wednesday,Aug,4,Male,Single,39,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,16,400,2,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,4_to_8_years,2-vehicles,1994,Collision,Yes
Dec,3,Thursday,Chevrolet,Urban,Wednesday,Dec,4,Male,Married,67,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,10,400,3,more_than_30,more_than_30,more_than_4,more_than_7,over_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,Yes
Sep,1,Monday,Saab,Urban,Friday,Sep,5,Male,Single,35,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,4,400,2,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
Aug,4,Monday,Mazda,Urban,Wednesday,Aug,4,Male,Married,30,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,7,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,Yes
Oct,4,Tuesday,Accura,Urban,Thursday,Oct,4,Male,Married,68,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,7,400,2,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,none,no_change,1-vehicle,1995,All_Perils,Yes
